x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
-3.3643628360242452,-1.8303504467422154,0.42054473338310083,0.744564426689289,-0.43172031345217166,-4.841921523333789,2.235382637839388,2.2284712396884174,-0.8307715095757254,-5.07394577611396,1
0.05050970319293757,-0.8819337021429596,2.757558044084242,-0.8380812963576827,-1.504135751503624,-1.8404366943788029,-0.4233291045893672,1.5739680120655812,-0.0939554380586014,3.9063434516704385,2
2.657809203389901,3.286058202214363,-1.527601824497756,2.9473506175514093,-1.5003291903920948,3.3873738246533067,-3.1718959608005046,1.8565563775080771,0.24998414140299352,0.5219943167361907,1
0.23597163737177862,-2.309879578657954,1.6584732592549545,-0.19132691102081,4.35911905982589,3.2264227065118853,0.26407592419045184,-0.5065467601121549,-2.000994196932165,2.5208176310133927,2
-0.4011404680095878,0.7281904707489055,-1.1310785812051498,-1.4781934079956995,-1.0164041957361603,-1.2141974763077805,0.7335653749735267,-2.758654668153543,1.6506288425228384,-0.8721968510833261,1
2.062027478437802,-2.8277547881513363,-3.6872672623047804,-2.7495409020876194,-0.4745024036614711,-0.36207269706520334,2.1497716778538805,-2.0165624274470932,-0.27406780816587006,-1.9094539553055259,0
1.5728902432887586,1.1093594671767195,-1.1384783487670507,-2.696860384326972,2.774955033783452,4.620013397402282,0.11311412402696883,-3.0581496962625874,0.7675157487153841,2.3048449815290164,0
1.292231258297776,-1.0338008079322027,0.4368549169286208,-1.3515547979779905,2.3914015639711454,3.125778365174352,1.363818538290005,-2.0763360580227133,-2.2452521338932234,1.4693510910801433,2
0.6981601416159005,-0.052765658098743784,1.6848518906597265,-1.0606842707614177,2.390174997425352,3.1669524803985234,0.8992467755714088,0.22272991796828112,-2.3477717382714056,2.085481708350456,2
0.8669217682087264,-0.9934847092021857,-2.4759240863161516,-1.712671123647393,-0.7100920893361286,-0.629903354554078,1.4001890896180862,-0.24905247892560922,0.09910869506931663,-2.085738860693785,0
3.3130206644772446,-2.1433143711110416,-6.080118753084371,-1.220089937264235,0.22276333667625914,1.938947010672572,0.7793521133336655,-2.9838981795884356,0.3843132245569625,-3.0893296829659436,0
-1.389752707609405,3.2350501394829942,0.08855281737345888,2.0116242574668437,-0.6215190447392789,-0.00020269762591435239,-0.9383368709259724,-0.1632929550344503,0.9671173313270549,-2.0039398739623517,0
0.2030389624657296,-1.3703137321957568,-3.3585725191148983,0.0787463221832082,-0.4355845066342724,-1.238421845582486,0.8435388517235485,-5.513780710228511,1.326141421444043,-3.1976679799027465,1
